0,1,2,3,4,5,6,7,8
두산중공업(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"147,611","156,597","151,324","133,150","40,047","29,006","34,607","39,770"
영업이익,"10,035","10,769","1,541","10,465","3,721","2,546","2,431","2,570"
영업이익(발표기준),"10,035","10,769","1,541",,"3,721","2,546","2,431",
세전계속사업이익,"-1,035",952,"-8,639","6,725","3,851","2,084",228,"1,840"
당기순이익,"-4,217","-1,044","-8,384","6,115","2,481","2,020","1,126",
당기순이익(지배),"-5,238","-3,953","-10,697","2,190","1,051",821,"1,321","1,110"
당기순이익(비지배),"1,021","2,909","2,312",,"1,430","1,199",-195,
자산총계,"248,149","248,092","255,672","246,075","274,086","292,389","246,588","246,075"
부채총계,"185,965","186,073","184,607","164,035","199,056","202,189","164,044","164,035"
자본총계,"62,184","62,020","71,065","82,040","75,030","90,200","82,544","82,040"
자본총계(지배),"28,048","25,621","31,884","47,505","33,074","39,382","55,959","47,505"
자본총계(비지배),,"36,399","39,181",,"41,956","50,818","26,585",
자본금,"6,503","10,753","19,377","28,535","19,377","22,050","26,580","28,535"
영업활동현금흐름,"9,896","4,337","2,952","14,190","4,181","1,052","-1,871",
투자활동현금흐름,"-7,930","-5,797","-5,260","-5,515","-1,118","-2,763","-10,353",
재무활동현금흐름,"-1,101","-5,305","12,262","-4,065","3,203","5,116","-4,149",
CAPEX,"2,314","3,774","2,630","2,520",523,478,727,
FCF,"7,581",563,323,"18,390","3,658",574,"-2,598",
이자발생부채,"107,265","105,080","102,896",,"109,314","89,221","85,940",
영업이익률,6.80,6.88,1.02,7.86,9.29,8.78,7.03,6.46
순이익률,-2.86,-0.67,-5.54,4.59,6.19,6.97,3.25,
ROE(%),-16.92,-14.73,-37.20,5.52,-18.97,-4.80,3.73,
ROA(%),-1.69,-0.42,-3.33,2.44,-0.82,0.85,1.71,
부채비율,299.05,300.02,259.77,199.95,265.30,224.16,198.73,199.95
자본유보율,235.29,73.32,31.77,,35.67,46.36,83.60,
EPS(원),"-3,296","-1,935","-3,785",460,271,187,247,206
PER(배),N/A,N/A,N/A,38.67,N/A,N/A,58.87,
BPS(원),"17,020","11,330","8,210","8,776","8,517","8,875","10,408","8,776"
PBR(배),0.44,0.45,1.59,2.03,1.47,2.59,1.91,2.03
현금DPS(원),0,0,0,0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,,,,
현금배당성향(%),-3.34,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"151,905,984","226,144,568","388,345,880",,"388,346,061","443,754,742","537,685,919",
