0,1,2,3,4,5,6,7,8
에코바이오(유틸리티),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,220,173,182,,34,38,42,
영업이익,20,10,15,,6,3,-5,
영업이익(발표기준),20,10,15,,6,3,-5,
세전계속사업이익,-67,65,66,,23,12,25,
당기순이익,-29,71,56,,23,0,25,
당기순이익(지배),-28,71,54,,22,-1,24,
당기순이익(비지배),-1,0,2,,1,0,1,
자산총계,"1,240",746,761,,748,956,990,
부채총계,697,129,80,,44,254,262,
자본총계,543,617,681,,704,702,728,
자본총계(지배),556,622,668,,690,689,712,
자본총계(비지배),,-5,13,,14,14,15,
자본금,58,58,58,,58,58,58,
영업활동현금흐름,11,569,7,,29,-6,-13,
투자활동현금흐름,-87,-200,-52,,-18,6,-161,
재무활동현금흐름,72,-322,8,,-17,195,,
CAPEX,39,0,2,,,7,12,
FCF,-27,568,6,,29,-14,-26,
이자발생부채,354,41,29,,12,106,109,
영업이익률,8.99,5.87,7.99,,18.76,7.47,-11.04,
순이익률,-13.03,41.16,31.01,,67.58,-1.30,60.69,
ROE(%),-5.33,12.12,8.42,,8.20,9.68,7.34,
ROA(%),-2.44,7.16,7.48,,7.69,8.11,6.33,
부채비율,128.32,20.85,11.77,,6.25,36.13,36.00,
자본유보율,864.42,991.49,"1,058.22",,"1,096.36","1,094.74","1,135.83",
EPS(원),-245,615,467,,191,-8,205,
PER(배),N/A,7.29,20.72,,17.77,16.19,19.87,
BPS(원),"4,820","5,356","5,752",,"5,940","5,932","6,137",
PBR(배),1.39,0.84,1.68,,1.42,1.51,1.42,
현금DPS(원),0,,,,,,,
현금배당수익률,0.00,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"11,527,492","11,610,994","11,610,994",,"11,610,994","11,610,994",,
