0,1,2,3,4,5,6,7,8
글로본(경기관련소비재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,298,103,42,,8,11,17,
영업이익,16,-47,-43,,-18,-23,-47,
영업이익(발표기준),16,-47,-43,,-18,-23,-47,
세전계속사업이익,17,-93,-51,,-20,-36,-59,
당기순이익,17,-93,-51,,-20,-36,-59,
당기순이익(지배),17,-93,-51,,-18,-34,-55,
당기순이익(비지배),,,,,-3,-2,-4,
자산총계,476,332,360,,667,650,644,
부채총계,195,125,184,,408,410,424,
자본총계,280,208,177,,259,240,221,
자본총계(지배),280,208,177,,248,231,213,
자본총계(비지배),,,,,11,9,7,
자본금,140,145,151,,164,164,164,
영업활동현금흐름,1,-5,-18,,-4,-1,-10,
투자활동현금흐름,10,0,-37,,-60,-14,-5,
재무활동현금흐름,147,-71,72,,37,-4,-9,
CAPEX,0,0,0,,34,11,6,
FCF,1,-5,-18,,-38,-12,-16,
이자발생부채,158,114,150,,164,156,160,
영업이익률,5.34,-45.27,-101.61,,-227.08,-209.80,-271.15,
순이익률,5.80,-90.49,-121.00,,-261.43,-325.72,-341.98,
ROE(%),6.66,-38.25,-26.55,,,,,
ROA(%),4.54,-23.09,-14.73,,,,,
부채비율,69.79,60.01,103.93,,157.76,170.95,191.91,
자본유보율,99.42,42.55,25.46,,59.00,45.77,32.66,
EPS(원),62,-323,-175,,-57,-103,-168,
PER(배),62.00,N/A,N/A,,,,,
BPS(원),"1,000",714,585,,756,704,651,
PBR(배),3.83,4.40,5.74,,6.16,5.96,6.13,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"28,001,047","29,083,136","30,202,538",,"32,764,319","32,764,319","32,764,319",
