0,1,2,3,4,5,6,7,8
크래프톤(커뮤니케이션서비스),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"11,200","10,875","16,704","20,426","4,610","4,593","5,219","5,765"
영업이익,"3,003","3,593","7,739","8,252","2,272","1,742","1,953","2,158"
영업이익(발표기준),"3,003","3,593","7,739",,"2,272","1,742","1,953",
세전계속사업이익,"3,608","3,618","6,668","9,398","2,714","1,718","2,699","1,968"
당기순이익,"2,510","2,789","5,563","6,873","1,940","1,413","1,783","1,618"
당기순이익(지배),"2,510","2,789","5,563","6,873","1,940","1,413","1,783","1,664"
당기순이익(비지배),,,,,,0,0,
자산총계,"6,191","9,901","17,191","40,412","20,977","22,905","53,042","40,412"
부채총계,"6,413","4,057","5,050","7,139","6,766","7,208","7,842","7,139"
자본총계,-222,"5,844","12,141","33,272","14,211","15,697","45,200","33,272"
자본총계(지배),-222,"5,844","12,141","34,668","14,211","15,697","45,199","34,668"
자본총계(비지배),,,,,0,0,1,
자본금,37,40,43,47,43,43,49,47
영업활동현금흐름,"1,582",619,"6,490","7,119","1,552",-632,"3,014",
투자활동현금흐름,"-1,102",-528,-8,"-3,456","-1,391",-562,"-1,181",
재무활동현금흐름,223,149,-271,"13,965",-87,-64,"27,575",
CAPEX,223,163,259,410,86,136,336,
FCF,"1,358",456,"6,231","4,965","1,467",-768,"2,678",
이자발생부채,"2,491",954,882,,0,"1,593","1,615",
영업이익률,26.81,33.04,46.33,40.40,49.28,37.92,37.42,37.43
순이익률,22.41,25.64,33.30,33.65,42.09,30.76,34.16,28.07
ROE(%),,99.21,61.86,29.36,39.57,37.75,19.54,
ROA(%),,34.66,41.07,23.86,26.43,25.62,15.98,
부채비율,"-2,882.87",69.41,41.60,21.46,47.62,45.92,17.35,21.46
자본유보율,191.91,"11,591.73","24,347.29",,"28,881.37","33,250.20","89,656.05",
EPS(원),"8,185","7,198","13,710","15,125","4,535","3,276","3,811","3,399"
PER(배),,,,19.64,,,39.35,
BPS(원),-589,"14,528","28,377","74,079","33,213","36,273","96,612","74,079"
PBR(배),0.00,0.00,0.00,4.01,0.00,0.00,5.20,4.01
현금DPS(원),0,0,0,0,0,0,0,
현금배당수익률,,,,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"37,277,825","40,227,490","42,785,185",,"42,786,185","43,274,070","48,951,445",
