0,1,2,3,4,5,6,7,8
앱클론(건강관리),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,39,144,28,,6,13,7,
영업이익,-20,43,-66,,-27,-45,-18,
영업이익(발표기준),-20,43,-66,,-27,-45,-18,
세전계속사업이익,-18,47,-64,,-27,-45,-18,
당기순이익,-8,26,-64,,-27,-45,-18,
당기순이익(지배),-8,26,-64,,-27,-45,-18,
당기순이익(비지배),,,,,,,,
자산총계,287,470,401,,384,353,340,
부채총계,100,116,108,,113,120,124,
자본총계,187,354,293,,271,233,216,
자본총계(지배),187,354,293,,271,233,216,
자본총계(비지배),,,,,,,,
자본금,36,38,76,,76,76,76,
영업활동현금흐름,37,-4,-56,,-14,-24,-12,
투자활동현금흐름,-29,-221,38,,4,37,-1,
재무활동현금흐름,23,191,0,,0,0,0,
CAPEX,24,106,34,,1,3,1,
FCF,14,-110,-91,,-15,-28,-12,
이자발생부채,20,70,72,,72,71,71,
영업이익률,-49.88,29.80,-237.13,,-474.88,-344.41,-263.90,
순이익률,-21.49,17.85,-232.57,,-473.22,-344.67,-263.46,
ROE(%),-4.67,9.49,-19.92,,-25.28,-36.61,-41.21,
ROA(%),-3.40,6.78,-14.80,,-18.55,-25.83,-28.63,
부채비율,53.51,32.76,36.83,,41.75,51.49,57.43,
자본유보율,421.77,834.48,280.30,,245.10,198.10,174.65,
EPS(원),-61,178,-425,,-176,-296,-117,
PER(배),N/A,112.67,N/A,,N/A,N/A,N/A,
BPS(원),"1,306","2,337","1,920",,"1,772","1,525","1,415",
PBR(배),15.57,8.58,19.01,,16.96,15.44,12.05,
현금DPS(원),0,0,,,,,,
현금배당수익률,0.00,0.00,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,,
발행주식수(보통주),"14,320,000","14,352,000","15,278,069",,"15,278,069","15,278,069","15,278,069",
