0,1,2,3,4,5,6,7,8
동성화인텍(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,881","2,533","3,880","3,525","1,102",789,706,928
영업이익,-85,269,320,308,116,82,54,56
영업이익(발표기준),-85,269,320,,116,82,54,
세전계속사업이익,-92,181,225,198,128,80,64,-51
당기순이익,-100,169,213,160,98,58,57,
당기순이익(지배),-122,169,213,160,98,58,57,-52
당기순이익(비지배),22,,,,,,,
자산총계,"2,051","2,631","2,465","2,642","2,536","2,572","2,690","2,642"
부채총계,"1,311","1,682","1,367","1,410","1,380","1,290","1,352","1,410"
자본총계,739,949,"1,098","1,232","1,156","1,282","1,338","1,232"
자본총계(지배),739,949,"1,098","1,232","1,156","1,282","1,338","1,232"
자본총계(비지배),,,,,,,,
자본금,138,138,141,148,144,148,148,148
영업활동현금흐름,182,-55,623,158,95,47,-122,
투자활동현금흐름,9,-78,-73,-66,-14,-12,-9,
재무활동현금흐름,-186,222,-539,28,-23,-57,80,
CAPEX,27,71,74,65,16,15,10,
FCF,155,-126,548,87,79,32,-132,
이자발생부채,864,"1,062",620,,549,527,614,
영업이익률,-4.53,10.64,8.24,8.74,10.48,10.39,7.60,6.09
순이익률,-5.34,6.66,5.48,4.55,8.88,7.38,8.13,
ROE(%),-15.27,19.99,20.79,13.78,23.69,18.93,13.00,
ROA(%),-4.68,7.21,8.35,6.29,9.12,7.82,5.76,
부채비율,177.38,177.23,124.56,114.49,119.35,100.61,101.06,114.49
자본유보율,454.74,606.19,730.65,,757.36,821.42,862.45,
EPS(원),-453,625,786,563,356,204,199,-181
PER(배),N/A,16.87,14.95,18.46,15.09,16.33,21.29,
BPS(원),"2,776","3,563","4,136","4,392","4,254","4,596","4,783","4,392"
PBR(배),2.78,2.96,2.84,2.37,3.26,2.77,2.51,2.37
현금DPS(원),0,220,350,350,0,0,0,
현금배당수익률,0.00,2.09,2.98,3.37,,,,
현금배당성향(%),0.00,34.72,43.65,63.63,0.00,,0.00,
발행주식수(보통주),"26,983,609","26,983,609","27,493,533",,"28,131,212","28,854,770","28,929,917",
