0,1,2,3,4,5,6,7,8
프럼파스트(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,327,294,252,,75,75,63,
영업이익,25,15,15,,5,7,5,
영업이익(발표기준),25,15,15,,5,7,5,
세전계속사업이익,23,16,19,,6,7,5,
당기순이익,16,12,15,,5,6,4,
당기순이익(지배),16,12,15,,5,6,4,
당기순이익(비지배),,,,,,,,
자산총계,401,382,383,,387,390,383,
부채총계,46,30,32,,42,39,26,
자본총계,355,352,350,,345,351,357,
자본총계(지배),355,352,350,,345,351,357,
자본총계(비지배),,,,,,,,
자본금,44,49,49,,49,49,49,
영업활동현금흐름,74,68,38,,-5,10,-3,
투자활동현금흐름,-30,-46,-43,,7,9,-7,
재무활동현금흐름,-7,-29,-19,,-4,-5,-1,
CAPEX,2,1,41,,0,1,2,
FCF,72,67,-3,,-5,9,-5,
이자발생부채,14,1,2,,4,4,3,
영업이익률,7.60,5.20,5.97,,6.69,9.25,7.13,
순이익률,5.04,4.03,5.93,,6.98,8.11,6.80,
ROE(%),4.70,3.34,4.26,,4.94,4.86,5.58,
ROA(%),4.07,3.02,3.92,,4.45,4.40,5.21,
부채비율,12.83,8.48,9.27,,12.25,11.11,7.40,
자본유보율,692.77,645.01,675.79,,677.65,690.17,699.02,
EPS(원),169,122,154,,54,63,44,
PER(배),19.99,27.24,30.02,,27.62,55.65,34.68,
BPS(원),"3,653","3,818","4,065",,"4,074","4,150","4,215",
PBR(배),0.93,0.87,1.14,,1.18,2.33,1.66,
현금DPS(원),0,0,50,,0,0,0,
현금배당수익률,0.00,0.00,1.08,,,,,
현금배당성향(%),0.00,0.00,28.79,,0.00,0.00,0.00,
발행주식수(보통주),"9,730,590","9,730,590","9,730,590",,"9,730,590","9,730,590",,
