0,1,2,3,4,5,6,7,8
하이소닉(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,201,132,98,,30,19,11,
영업이익,-62,-58,-53,,-15,-13,-15,
영업이익(발표기준),-62,-58,-53,,-15,-13,-15,
세전계속사업이익,-463,-73,-63,,-14,-24,-17,
당기순이익,-487,-73,-63,,-14,-24,-16,
당기순이익(지배),-487,-74,-64,,-14,-24,-16,
당기순이익(비지배),0,1,1,,0,0,0,
자산총계,184,188,215,,246,236,206,
부채총계,313,76,164,,159,122,72,
자본총계,-129,112,51,,88,115,134,
자본총계(지배),-131,112,50,,87,114,133,
자본총계(비지배),1,1,1,,1,1,1,
자본금,206,148,146,,174,216,247,
영업활동현금흐름,-55,-7,-42,,-24,2,-8,
투자활동현금흐름,-221,-14,-37,,-7,-15,11,
재무활동현금흐름,268,60,44,,49,0,-6,
CAPEX,12,13,23,,4,2,1,
FCF,-68,-20,-66,,-29,0,-9,
이자발생부채,240,46,96,,96,57,14,
영업이익률,-31.13,-43.93,-53.89,,-51.56,-71.69,-133.67,
순이익률,-242.75,-55.60,-64.65,,-47.35,-125.85,-147.91,
ROE(%),"-1,106.35",771.92,-79.27,,-64.34,-75.24,-80.06,
ROA(%),-165.07,-39.40,-31.48,,-28.35,-33.55,-41.75,
부채비율,-242.05,67.47,318.13,,180.40,106.18,54.01,
자본유보율,-151.41,-0.91,-42.33,,-30.92,-31.87,-32.37,
EPS(원),"-130,207","-5,329",-877,,-178,-230,-143,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"-31,607","1,524",689,,999,"1,052","1,081",
PBR(배),N/A,2.76,4.83,,3.33,3.16,3.08,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"414,308","7,318,906","7,320,363",,"8,709,252","10,792,584","12,334,250",
