0,1,2,3,4,5,6,7,8
지나인제약(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,779,677,416,,91,60,58,
영업이익,44,32,-319,,-60,-63,-57,
영업이익(발표기준),44,32,-319,,-60,-63,-57,
세전계속사업이익,63,-85,-455,,-77,-172,-70,
당기순이익,63,-87,-455,,-77,-172,-70,
당기순이익(지배),63,-87,-451,,-77,-172,-70,
당기순이익(비지배),,,-5,,,,,
자산총계,751,973,780,,777,692,640,
부채총계,429,468,573,,643,661,680,
자본총계,322,504,207,,134,30,-41,
자본총계(지배),322,504,207,,134,30,-41,
자본총계(비지배),,,,,,,,
자본금,150,214,345,,345,374,374,
영업활동현금흐름,192,108,-201,,-69,35,25,
투자활동현금흐름,-154,-259,27,,-23,-13,-12,
재무활동현금흐름,-2,89,219,,45,26,-60,
CAPEX,131,301,36,,19,2,34,
FCF,61,-193,-236,,-88,33,-8,
이자발생부채,230,289,338,,387,358,326,
영업이익률,5.60,4.79,-76.72,,-66.07,-105.32,-99.49,
순이익률,8.06,-12.81,-109.58,,-84.70,-286.55,-121.94,
ROE(%),21.65,-21.00,-126.69,,-150.87,-262.82,-399.51,
ROA(%),8.25,-10.07,-51.95,,-49.84,-63.08,-68.05,
부채비율,133.13,92.88,276.92,,479.21,"2,180.62","-1,679.55",
자본유보율,124.83,137.64,-40.37,,-62.64,-92.93,-111.72,
EPS(원),"3,606","-4,006","-16,736",,"-2,227","-4,952","-1,878",
PER(배),6.31,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"18,503","20,403","6,001",,"3,888",811,"-1,083",
PBR(배),1.23,1.60,3.35,,5.92,45.13,N/A,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"1,740,210","2,471,771","3,448,769",,"3,448,769","3,739,295","3,739,295",
