0,1,2,3,4,5,6,7,8
삼보판지(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"3,762","3,670","4,034","5,202","1,236","1,288","1,327",
영업이익,551,457,469,795,236,211,129,
영업이익(발표기준),551,457,469,,236,211,129,
세전계속사업이익,762,415,517,,257,224,139,
당기순이익,646,321,415,606,207,177,109,
당기순이익(지배),590,288,362,,184,156,97,
당기순이익(비지배),56,33,53,,23,22,12,
자산총계,"5,427","5,308","5,866",,"6,126","6,364","6,492",
부채총계,"1,758","1,331","1,517",,"1,583","1,640","1,669",
자본총계,"3,669","3,977","4,349",,"4,544","4,724","4,823",
자본총계(지배),"3,365","3,598","3,918",,"4,089","4,247","4,335",
자본총계(비지배),304,379,431,,455,477,487,
자본금,74,81,81,,81,81,81,
영업활동현금흐름,715,515,581,,170,254,95,
투자활동현금흐름,-138,-215,-580,,-191,-272,-83,
재무활동현금흐름,-468,-356,8,,74,29,19,
CAPEX,351,371,484,,120,177,80,
FCF,364,144,97,,51,77,15,
이자발생부채,917,594,653,,734,787,807,
영업이익률,14.66,12.44,11.62,15.28,19.05,16.36,9.70,
순이익률,17.18,8.75,10.29,11.65,16.73,13.76,8.20,
ROE(%),19.31,8.26,9.64,,11.42,13.31,13.71,
ROA(%),12.26,5.98,7.43,,8.64,10.11,10.35,
부채비율,47.91,33.47,34.89,,34.83,34.72,34.60,
자본유보율,"4,483.57","4,355.21","4,767.16",,"4,978.53","5,174.21","5,283.13",
EPS(원),"3,650","1,779","2,241",,"1,136",963,600,
PER(배),2.23,4.62,5.36,,5.58,5.14,3.90,
BPS(원),"20,876","22,323","24,537",,"25,608","26,598","27,150",
PBR(배),0.39,0.37,0.49,,0.59,0.63,0.49,
현금DPS(원),45,125,125,,,,,
현금배당수익률,0.56,1.52,1.04,,,,,
현금배당성향(%),1.24,7.01,5.51,,0.00,,0.00,
발행주식수(보통주),"16,170,000","16,170,000","16,170,000",,"16,170,000","16,170,000",,
