0,1,2,3,4,5,6,7,8
아진산업(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"3,969","4,408","4,407",,"1,171","1,318","1,030",
영업이익,89,278,146,,77,68,11,
영업이익(발표기준),89,278,146,,77,68,11,
세전계속사업이익,-128,150,39,,87,12,8,
당기순이익,-112,138,-13,,40,9,-1,
당기순이익(지배),-112,138,-13,,40,9,-1,
당기순이익(비지배),,,,,,,,
자산총계,"5,607","6,547","6,278",,"6,430","6,593","6,527",
부채총계,"3,920","4,534","4,265",,"4,327","4,482","4,385",
자본총계,"1,688","2,013","2,013",,"2,103","2,112","2,142",
자본총계(지배),"1,688","2,013","2,013",,"2,103","2,112","2,142",
자본총계(비지배),,,,,,,,
자본금,149,183,190,,194,194,194,
영업활동현금흐름,971,617,365,,7,485,68,
투자활동현금흐름,-833,-717,-332,,-93,-178,-146,
재무활동현금흐름,48,325,-155,,-146,-81,-4,
CAPEX,849,812,355,,100,175,161,
FCF,121,-195,11,,-93,310,-93,
이자발생부채,"2,619","3,075","2,963",,"2,839","3,329","2,916",
영업이익률,2.24,6.31,3.32,,6.58,5.15,1.11,
순이익률,-2.82,3.13,-0.30,,3.41,0.67,-0.14,
ROE(%),-7.17,7.46,-0.66,,-0.59,0.84,0.78,
ROA(%),-2.10,2.27,-0.21,,-0.19,0.27,0.25,
부채비율,232.28,225.23,211.82,,205.74,212.24,204.76,
자본유보율,"1,009.74",966.74,939.25,,950.81,955.35,954.58,
EPS(원),-420,423,-36,,104,23,-4,
PER(배),N/A,6.14,N/A,,N/A,85.14,78.69,
BPS(원),"5,676","5,499","5,296",,"5,419","5,442","5,519",
PBR(배),0.36,0.47,0.55,,0.69,0.73,0.61,
현금DPS(원),0,0,,,,,,
현금배당수익률,0.00,0.00,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"29,732,585","36,607,422","38,023,586",,"38,806,582","38,806,582","38,806,582",
