0,1,2,3,4,5,6,7,8
듀오백(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,327,318,441,,117,97,86,
영업이익,-29,-25,7,,-2,-8,-6,
영업이익(발표기준),-29,-25,7,,-2,-8,-6,
세전계속사업이익,-34,-24,7,,-3,-7,-5,
당기순이익,-32,-30,7,,-3,-7,-5,
당기순이익(지배),-32,-28,7,,-3,-7,-5,
당기순이익(비지배),0,-1,0,,0,0,0,
자산총계,341,326,345,,338,318,314,
부채총계,37,53,66,,62,48,49,
자본총계,303,273,279,,276,270,265,
자본총계(지배),303,274,280,,277,271,266,
자본총계(비지배),,-1,-1,,-1,-1,-1,
자본금,60,60,60,,60,60,60,
영업활동현금흐름,-16,-7,44,,-18,-10,-1,
투자활동현금흐름,-3,2,0,,-3,-2,-4,
재무활동현금흐름,2,-3,-4,,,-3,,
CAPEX,5,7,10,,1,0,2,
FCF,-20,-15,34,,-20,-10,-3,
이자발생부채,2,9,9,,9,9,9,
영업이익률,-8.82,-7.76,1.54,,-1.99,-8.05,-6.48,
순이익률,-9.80,-9.29,1.64,,-2.31,-7.12,-5.45,
ROE(%),-10.13,-9.87,2.65,,0.27,-4.77,-7.83,
ROA(%),-8.73,-8.87,2.15,,0.24,-4.04,-6.57,
부채비율,12.26,19.28,23.58,,22.28,17.72,18.45,
자본유보율,475.10,427.24,439.60,,434.90,423.16,415.23,
EPS(원),-270,-238,61,,-24,-59,-40,
PER(배),N/A,N/A,65.20,,661.86,N/A,N/A,
BPS(원),"2,739","2,477","2,534",,"2,508","2,452","2,404",
PBR(배),0.81,1.00,1.58,,1.62,1.86,1.33,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"11,968,040","11,968,040","11,968,040",,"11,968,040",,,
