0,1,2,3,4,5,6,7,8
강스템바이오텍(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,92,60,91,,13,26,38,
영업이익,-117,-232,-187,,-53,-50,-50,
영업이익(발표기준),-117,-232,-187,,-53,-50,-50,
세전계속사업이익,-141,-263,-198,,-54,-43,-47,
당기순이익,-143,-264,-197,,-54,-43,-47,
당기순이익(지배),-136,-246,-185,,-51,-41,-47,
당기순이익(비지배),-6,-18,-13,,-3,-2,0,
자산총계,732,"1,136",825,,763,758,709,
부채총계,256,449,339,,329,364,360,
자본총계,476,687,486,,434,394,349,
자본총계(지배),477,707,516,,466,428,383,
자본총계(비지배),,-20,-30,,-33,-34,-34,
자본금,104,120,127,,128,128,128,
영업활동현금흐름,-115,-133,-140,,-55,-19,-40,
투자활동현금흐름,-258,-381,298,,-16,52,54,
재무활동현금흐름,366,559,-136,,-4,13,1,
CAPEX,16,153,30,,8,22,14,
FCF,-131,-287,-170,,-63,-41,-55,
이자발생부채,174,309,182,,176,189,194,
영업이익률,-127.59,-385.60,-204.92,,-409.39,-191.38,-130.65,
순이익률,-155.96,-439.57,-216.09,,-416.76,-165.23,-122.05,
ROE(%),-38.36,-41.61,-30.20,,-29.36,-33.77,-39.36,
ROA(%),-24.00,-28.25,-20.13,,-20.57,-22.66,-25.30,
부채비율,53.83,65.37,69.63,,75.84,92.42,103.01,
자본유보율,348.57,478.02,280.90,,238.36,206.03,168.81,
EPS(원),-632,-972,-663,,-177,-142,-160,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"2,005","2,614","1,786",,"1,594","1,462","1,309",
PBR(배),9.62,2.76,3.92,,3.80,3.91,3.32,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,,0.00,0.00,
발행주식수(보통주),"23,787,448","23,815,433","28,369,877",,"29,198,039","29,198,039","29,198,039",
