0,1,2,3,4,5,6,7,8
대구백화점(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,200","1,015",911,,220,205,199,
영업이익,-184,-142,-176,,-42,-34,-56,
영업이익(발표기준),-184,-142,-176,,-42,-34,-56,
세전계속사업이익,-302,-189,-179,,-58,-40,-76,
당기순이익,-296,-193,-178,,-61,-41,-74,
당기순이익(지배),-299,-199,-178,,-61,-41,-74,
당기순이익(비지배),2,6,,,,,,
자산총계,"7,002","6,736","5,087",,"5,246","5,254","5,069",
부채총계,"3,903","3,874","2,463",,"2,669","2,678","2,604",
자본총계,"3,099","2,862","2,623",,"2,577","2,575","2,465",
자본총계(지배),"2,990","2,747","2,623",,"2,577","2,575","2,465",
자본총계(비지배),,114,,,,,,
자본금,541,541,541,,541,541,541,
영업활동현금흐름,-297,-105,-173,,-28,3,-122,
투자활동현금흐름,68,156,192,,12,13,21,
재무활동현금흐름,222,-48,144,,182,-10,-10,
CAPEX,31,16,13,,8,2,2,
FCF,-328,-121,-186,,-35,1,-124,
이자발생부채,"1,757","1,703","1,797",,"1,987","1,977","1,967",
영업이익률,-15.35,-14.03,-19.27,,-19.10,-16.53,-28.39,
순이익률,-24.69,-18.98,-19.54,,-27.81,-19.90,-37.25,
ROE(%),-9.36,-6.93,-6.63,,-6.12,-7.14,-8.89,
ROA(%),-4.17,-2.80,-3.01,,-2.66,-3.10,-4.41,
부채비율,125.96,135.37,93.89,,103.58,104.00,105.64,
자본유보율,483.81,444.13,404.83,,394.57,389.63,378.38,
EPS(원),"-2,758","-1,837","-1,645",,-564,-377,-684,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"38,700","35,559","31,510",,"30,951","30,932","29,606",
PBR(배),0.23,0.17,0.29,,0.33,0.48,0.37,
현금DPS(원),150,100,100,,0,0,0,
현금배당수익률,1.70,1.67,1.09,,,,,
현금배당성향(%),-3.88,-3.89,-4.68,,,,0.00,
발행주식수(보통주),"10,821,611","10,821,611","10,821,611",,"10,821,611",,,
