0,1,2,3,4,5,6,7,8
쿠쿠홀딩스(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"4,933","5,283","5,878",,"1,710","1,549","1,690",
영업이익,679,745,"1,023",,342,252,266,
영업이익(발표기준),679,745,"1,023",,342,252,266,
세전계속사업이익,"1,045","1,038","1,371",,497,477,484,
당기순이익,846,794,"1,067",,410,408,414,
당기순이익(지배),846,794,"1,067",,410,408,414,
당기순이익(비지배),,,,,,,,
자산총계,"7,470","8,126","9,251",,"9,674","9,811","10,402",
부채총계,"1,376","1,389","1,642",,"1,864","1,589","1,759",
자본총계,"6,095","6,737","7,609",,"7,810","8,222","8,644",
자본총계(지배),"6,095","6,737","7,609",,"7,810","8,222","8,644",
자본총계(비지배),,,,,,,,
자본금,36,36,36,,36,36,36,
영업활동현금흐름,731,392,918,,259,91,222,
투자활동현금흐름,-502,-349,-541,,-114,-58,-61,
재무활동현금흐름,-184,-191,-196,,-2,-206,-1,
CAPEX,35,91,23,,4,4,237,
FCF,696,301,896,,254,87,-15,
이자발생부채,0,22,17,,15,15,23,
영업이익률,13.76,14.10,17.41,,19.99,16.29,15.75,
순이익률,17.14,15.04,18.15,,23.96,26.36,24.47,
ROE(%),17.49,12.38,14.88,,16.93,16.79,17.77,
ROA(%),13.68,10.19,12.28,,13.71,14.02,14.77,
부채비율,22.57,20.62,21.57,,23.86,19.32,20.35,
자본유보율,"36,135.32","37,819.94","40,233.55",,"40,807.40","41,953.57","43,115.43",
EPS(원),"2,619","2,234","3,001",,"1,152","1,148","1,163",
PER(배),9.05,9.40,6.66,,7.34,6.78,5.45,
BPS(원),"19,610","21,677","24,484",,"25,131","26,455","27,813",
PBR(배),1.21,0.97,0.82,,1.01,0.93,0.79,
현금DPS(원),600,600,660,,0,0,,
현금배당수익률,2.53,2.86,3.30,,,,,
현금배당성향(%),22.05,23.48,19.22,,0.00,0.00,0.00,
발행주식수(보통주),"35,562,185","35,562,185","35,562,185",,"35,562,185","35,562,185","35,562,185",
