0,1,2,3,4,5,6,7,8
시너지이노베이션(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,420,546,689,,188,191,193,
영업이익,36,12,114,,37,35,24,
영업이익(발표기준),36,12,114,,37,35,24,
세전계속사업이익,-18,45,-186,,35,53,50,
당기순이익,-22,42,-195,,31,48,44,
당기순이익(지배),-14,33,-214,,24,38,33,
당기순이익(비지배),-8,9,19,,7,10,11,
자산총계,"1,220","1,473","1,583",,"1,618","1,733","2,021",
부채총계,514,546,579,,575,536,580,
자본총계,706,927,"1,004",,"1,043","1,197","1,441",
자본총계(지배),538,751,792,,826,969,"1,198",
자본총계(비지배),,176,212,,217,228,243,
자본금,287,326,367,,368,379,398,
영업활동현금흐름,28,53,102,,42,56,131,
투자활동현금흐름,-91,-151,-45,,-3,-14,-138,
재무활동현금흐름,117,78,21,,-2,-10,142,
CAPEX,64,70,41,,4,3,11,
FCF,-35,-16,61,,38,54,120,
이자발생부채,300,344,235,,235,201,292,
영업이익률,8.47,2.17,16.55,,19.66,18.52,12.60,
순이익률,-5.18,7.73,-28.26,,16.74,25.08,22.76,
ROE(%),-3.20,5.20,-27.76,,-22.95,-14.41,-11.36,
ROA(%),-1.91,3.14,-12.75,,-10.05,-5.98,-4.74,
부채비율,72.83,58.94,57.64,,55.11,44.80,40.26,
자본유보율,110.36,141.41,135.35,,143.20,169.37,212.72,
EPS(원),-24,54,-317,,33,51,42,
PER(배),N/A,39.89,N/A,,N/A,N/A,N/A,
BPS(원),937,"1,153","1,080",,"1,124","1,279","1,506",
PBR(배),2.19,1.87,3.40,,2.57,3.52,2.46,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"57,426,004","65,107,487","73,309,824",,"73,504,711","75,781,615","79,534,654",
