0,1,2,3,4,5,6,7,8
원익홀딩스(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"5,002","4,508","6,460",,"2,327","2,123","1,661",
영업이익,785,616,867,,271,264,172,
영업이익(발표기준),785,616,867,,271,264,172,
세전계속사업이익,"1,146",623,"1,186",,438,659,389,
당기순이익,964,490,969,,355,600,321,
당기순이익(지배),760,332,786,,267,460,263,
당기순이익(비지배),204,158,183,,88,140,57,
자산총계,"12,091","12,252","16,077",,"15,911","16,865","17,626",
부채총계,"3,114","2,866","4,931",,"4,398","4,483","4,896",
자본총계,"8,976","9,386","11,145",,"11,512","12,383","12,729",
자본총계(지배),"7,338","7,684","8,570",,"8,856","9,312","9,594",
자본총계(비지배),,"1,702","2,576",,"2,657","3,071","3,135",
자본금,386,386,386,,386,386,386,
영업활동현금흐름,752,954,"1,105",,-87,584,-180,
투자활동현금흐름,-766,94,"-1,348",,-69,-115,-186,
재무활동현금흐름,-10,"-1,024",733,,6,-121,180,
CAPEX,682,799,822,,121,182,109,
FCF,70,155,284,,-208,402,-289,
이자발생부채,"2,134","1,867","2,565",,"2,586","2,557","2,952",
영업이익률,15.69,13.68,13.42,,11.64,12.42,10.33,
순이익률,19.27,10.87,15.00,,15.25,28.25,19.31,
ROE(%),10.83,4.42,9.68,,11.22,12.93,10.68,
ROA(%),8.49,4.02,6.84,,8.18,9.86,8.36,
부채비율,34.70,30.54,44.24,,38.21,36.20,38.47,
자본유보율,"1,829.47","1,918.14","2,129.02",,"2,198.07","2,316.93","2,385.93",
EPS(원),984,429,"1,018",,346,595,341,
PER(배),3.57,12.71,6.23,,5.46,4.64,4.19,
BPS(원),"9,812","10,275","11,219",,"11,594","12,191","12,561",
PBR(배),0.36,0.53,0.57,,0.57,0.55,0.42,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"77,237,981","77,237,981","77,237,981",,"77,237,981","77,237,981",,
