0,1,2,3,4,5,6,7,8
디와이씨(경기관련소비재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2020/06
									
(IFRS별도)","2020/09
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/03(E)
									
(IFRS별도)"
매출액,725,814,780,,,,,
영업이익,21,50,14,,,,,
영업이익(발표기준),21,50,14,,,,,
세전계속사업이익,24,48,2,,,,,
당기순이익,23,41,7,,,,,
당기순이익(지배),23,41,7,,,,,
당기순이익(비지배),,,,,,,,
자산총계,922,983,973,,,,973,
부채총계,650,671,655,,,,655,
자본총계,272,312,318,,,,318,
자본총계(지배),272,312,318,,,,318,
자본총계(비지배),,,,,,,,
자본금,130,166,130,,,,130,
영업활동현금흐름,-12,62,117,,,,,
투자활동현금흐름,-154,-38,-37,,,,,
재무활동현금흐름,178,-29,-33,,,,,
CAPEX,158,38,40,,,,,
FCF,-170,24,77,,,,0,
이자발생부채,436,408,376,,,,376,
영업이익률,2.88,6.11,1.78,,,,,
순이익률,3.19,5.08,0.86,,,,,
ROE(%),8.76,14.17,2.14,,,,0.10,
ROA(%),2.71,4.34,0.69,,,,0.03,
부채비율,238.92,215.33,206.16,,,,206.16,
자본유보율,109.24,160.89,210.09,,,,210.09,
EPS(원),115,204,31,,,,,
PER(배),,,,,,,"1,469.34",
BPS(원),"1,353","1,214","1,581",,,,"1,581",
PBR(배),,,,,,,,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,,
발행주식수(보통주),"20,107,271","25,663,622","20,107,271",,"20,107,271","20,107,271","20,107,271",
