0,1,2,3,4,5,6,7,8
에쎈테크(산업재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,588,517,500,,140,138,115,
영업이익,27,4,8,,-12,-4,-1,
영업이익(발표기준),27,4,8,,-12,-4,-1,
세전계속사업이익,24,1,1,,-13,-8,-4,
당기순이익,20,-5,-4,,-10,-10,-4,
당기순이익(지배),20,-5,-4,,-10,-10,-4,
당기순이익(비지배),,,,,,,,
자산총계,480,429,615,,682,813,844,
부채총계,179,151,343,,419,560,595,
자본총계,301,277,273,,263,252,249,
자본총계(지배),301,277,273,,263,252,249,
자본총계(비지배),,,,,,,,
자본금,360,360,360,,360,360,360,
영업활동현금흐름,27,31,17,,8,-3,1,
투자활동현금흐름,-3,-3,-188,,-45,-91,-44,
재무활동현금흐름,-25,-19,178,,31,109,46,
CAPEX,5,11,180,,45,85,46,
FCF,22,20,-164,,-37,-88,-45,
이자발생부채,109,103,284,,317,426,474,
영업이익률,4.59,0.87,1.64,,-8.94,-2.71,-0.92,
순이익률,3.42,-0.95,-0.75,,-7.12,-7.57,-3.13,
ROE(%),6.86,-1.71,-1.36,,-4.39,-10.37,-10.82,
ROA(%),3.94,-1.08,-0.72,,-2.11,-4.41,-4.06,
부채비율,59.61,54.59,125.56,,159.52,221.97,239.00,
자본유보율,-17.83,-19.07,-20.11,,-22.87,-25.78,-26.78,
EPS(원),28,-7,-5,,-14,-15,-5,
PER(배),34.13,N/A,N/A,,N/A,N/A,N/A,
BPS(원),417,385,379,,365,351,346,
PBR(배),2.29,2.57,3.07,,3.45,3.85,3.27,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"72,000,000","72,000,000","72,000,000",,"72,000,000","72,000,000",,
