0,1,2,3,4,5,6,7,8
일진전기(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"7,314","6,683","7,079",,"2,111","2,228","2,136",
영업이익,52,114,138,,85,53,37,
영업이익(발표기준),52,114,138,,85,53,37,
세전계속사업이익,-131,29,50,,97,35,51,
당기순이익,-144,36,48,,79,21,42,
당기순이익(지배),-144,36,48,,79,21,42,
당기순이익(비지배),,,,,,,,
자산총계,"7,786","7,808","7,904",,"8,400","8,944","8,929",
부채총계,"4,783","4,771","4,815",,"5,251","5,774","5,713",
자본총계,"3,003","3,037","3,089",,"3,149","3,170","3,216",
자본총계(지배),"3,003","3,037","3,089",,"3,149","3,170","3,216",
자본총계(비지배),,,,,,,,
자본금,371,371,371,,371,371,371,
영업활동현금흐름,-180,255,577,,360,281,-238,
투자활동현금흐름,-288,-23,-78,,-10,-44,6,
재무활동현금흐름,430,-90,-348,,52,38,-24,
CAPEX,215,92,62,,16,36,44,
FCF,-395,163,515,,344,245,-282,
이자발생부채,"2,800","2,728","2,390",,"2,460","2,498","2,506",
영업이익률,0.72,1.71,1.95,,4.02,2.37,1.72,
순이익률,-1.98,0.54,0.68,,3.73,0.92,1.99,
ROE(%),-4.67,1.19,1.57,,2.69,3.57,4.75,
ROA(%),-1.88,0.46,0.61,,1.03,1.28,1.74,
부채비율,159.26,157.09,155.88,,166.79,182.14,177.62,
자본유보율,712.61,721.03,736.20,,751.44,757.00,768.45,
EPS(원),-390,97,130,,212,56,114,
PER(배),N/A,31.12,24.39,,16.96,18.46,14.30,
BPS(원),"8,101","8,193","8,332",,"8,493","8,551","8,676",
PBR(배),0.37,0.37,0.38,,0.45,0.65,0.67,
현금DPS(원),0,0,60,,,,,
현금배당수익률,0.00,0.00,1.89,,,,,
현금배당성향(%),0.00,0.00,46.16,,0.00,,0.00,
발행주식수(보통주),"37,080,390","37,080,390","37,080,390",,"37,080,390",,,
