0,1,2,3,4,5,6,7,8
디지아이(IT),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,211,154,155,,31,33,54,
영업이익,-15,-33,4,,-5,-4,0,
영업이익(발표기준),-15,-33,4,,-5,-4,0,
세전계속사업이익,-7,-28,7,,-3,-5,3,
당기순이익,-6,-34,7,,-3,-5,3,
당기순이익(지배),-6,-34,7,,-3,-5,3,
당기순이익(비지배),,,,,,,,
자산총계,514,488,513,,504,499,501,
부채총계,40,32,50,,44,44,44,
자본총계,474,456,463,,460,455,458,
자본총계(지배),474,456,463,,460,455,458,
자본총계(비지배),,,,,,,,
자본금,45,45,45,,45,45,45,
영업활동현금흐름,2,-2,2,,-10,7,2,
투자활동현금흐름,7,4,64,,-69,-1,5,
재무활동현금흐름,-8,0,7,,8,-8,1,
CAPEX,4,2,0,,0,1,0,
FCF,-2,-4,2,,-10,5,1,
이자발생부채,0,0,7,,15,6,8,
영업이익률,-7.12,-21.47,2.88,,-14.86,-10.66,-0.56,
순이익률,-2.81,-21.90,4.42,,-9.18,-15.59,4.84,
ROE(%),-1.23,-7.24,1.49,,0.85,0.09,-0.21,
ROA(%),-1.14,-6.72,1.37,,0.77,0.08,-0.19,
부채비율,8.35,7.03,10.87,,9.51,9.71,9.55,
자본유보율,971.39,926.28,941.45,,935.22,923.27,929.08,
EPS(원),-66,-374,76,,-31,-58,29,
PER(배),N/A,N/A,32.64,,74.16,736.97,N/A,
BPS(원),"5,330","5,123","5,199",,"5,168","5,108","5,136",
PBR(배),0.48,0.54,0.48,,0.62,0.65,0.64,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"9,000,000","9,000,000","9,000,000",,"9,000,000",,,
