0,1,2,3,4,5,6,7,8
모두투어리츠(금융),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,48,76,66,,18,17,18,
영업이익,23,47,36,,11,10,8,
영업이익(발표기준),23,47,36,,11,10,8,
세전계속사업이익,12,34,15,,6,4,2,
당기순이익,9,27,12,,5,3,1,
당기순이익(지배),9,27,12,,5,3,1,
당기순이익(비지배),,,,,,,,
자산총계,804,"1,088","1,080",,"1,086","1,079","1,077",
부채총계,385,650,644,,655,645,640,
자본총계,419,438,436,,430,435,437,
자본총계(지배),419,438,436,,430,435,437,
자본총계(비지배),,,,,,,,
자본금,391,391,391,,391,391,391,
영업활동현금흐름,16,76,19,,8,6,5,
투자활동현금흐름,-63,-341,-5,,0,-11,0,
재무활동현금흐름,-7,239,-15,,0,-12,-2,
CAPEX,11,15,0,,0,,,
FCF,5,61,19,,8,6,5,
이자발생부채,378,633,622,,641,629,626,
영업이익률,47.46,61.59,54.06,,61.26,55.71,42.08,
순이익률,18.79,35.69,18.01,,25.81,20.26,8.06,
ROE(%),2.16,6.36,2.72,,3.38,3.28,2.86,
ROA(%),1.13,2.88,1.10,,1.32,1.31,1.15,
부채비율,91.77,148.45,147.54,,152.29,148.23,146.57,
자본유보율,7.50,12.83,12.50,,10.67,11.56,11.93,
EPS(원),116,348,152,,58,45,18,
PER(배),26.98,8.98,19.31,,18.46,26.40,25.72,
BPS(원),"5,357","5,597","5,576",,"5,499","5,555","5,580",
PBR(배),0.58,0.56,0.53,,0.62,0.86,0.73,
현금DPS(원),82,168,150,,0,0,0,
현금배당수익률,2.63,5.37,5.11,,,,,
현금배당성향(%),70.90,48.23,98.71,,0.00,0.00,0.00,
발행주식수(보통주),"7,826,815","7,826,815","7,826,815",,"7,826,815","7,826,815","7,826,815",
