0,1,2,3,4,5,6,7,8
베트남개발1(미분류),"2019/02
									
(IFRS별도)","2020/02
									
(IFRS별도)","2021/02
									
(IFRS별도)","2022/02(E)
									
(IFRS별도)","2021/05
									
(IFRS별도)","2021/08
									
(IFRS별도)","2021/11
									
(IFRS별도)","2022/02(E)
									
(IFRS별도)"
매출액,,,,,,,,
영업이익,,,,,,,,
영업이익(발표기준),,,,,,,,
세전계속사업이익,,,,,,,,
당기순이익,,,,,,,,
당기순이익(지배),,,,,,,,
당기순이익(비지배),,,,,,,,
자산총계,,,,,,,,
부채총계,,,,,,,,
자본총계,,,,,,,,
자본총계(지배),,,,,,,,
자본총계(비지배),,,,,,,,
자본금,,,,,,,,
영업활동현금흐름,,,,,,,,
투자활동현금흐름,,,,,,,,
재무활동현금흐름,,,,,,,,
CAPEX,,,,,,,,
FCF,,,,,,,,
이자발생부채,,,,,,,,
영업이익률,,,,,,,,
순이익률,,,,,,,,
ROE(%),,,,,,,,
ROA(%),,,,,,,,
부채비율,,,,,,,,
자본유보율,,,,,,,,
EPS(원),,,,,,,,
PER(배),,,,,,,,
BPS(원),,,,,,,,
PBR(배),,,,,,,,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),,,,,,,,
발행주식수(보통주),,,,,,,,
