0,1,2,3,4,5,6,7,8
CJ씨푸드(필수소비재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,"1,507","1,492","1,490",,410,360,413,
영업이익,41,37,40,,25,7,9,
영업이익(발표기준),41,37,40,,25,7,9,
세전계속사업이익,30,27,32,,28,12,14,
당기순이익,22,18,21,,26,7,13,
당기순이익(지배),22,18,21,,26,7,13,
당기순이익(비지배),,,,,,,,
자산총계,"1,265","1,273","1,353",,"1,350","1,207","1,250",
부채총계,647,630,695,,667,517,547,
자본총계,618,644,659,,683,690,703,
자본총계(지배),618,644,659,,683,690,703,
자본총계(비지배),,,,,,,,
자본금,181,181,181,,181,181,181,
영업활동현금흐름,-10,73,34,,21,129,28,
투자활동현금흐름,-69,-47,-50,,-3,-7,-5,
재무활동현금흐름,86,-35,18,,-14,-126,-16,
CAPEX,86,87,45,,16,4,8,
FCF,-96,-14,-10,,5,125,20,
이자발생부채,384,357,374,,369,306,304,
영업이익률,2.74,2.48,2.66,,6.14,1.83,2.26,
순이익률,1.43,1.23,1.41,,6.36,1.88,3.21,
ROE(%),3.54,2.90,3.23,,5.56,5.72,6.47,
ROA(%),1.75,1.44,1.60,,2.84,3.17,3.64,
부채비율,104.83,97.89,105.49,,97.64,74.94,77.85,
자본유보율,246.97,256.12,267.92,,282.35,286.14,293.47,
EPS(원),60,51,58,,72,19,37,
PER(배),38.90,53.27,87.51,,46.55,44.16,32.19,
BPS(원),"1,710","1,781","1,823",,"1,890","1,910","1,945",
PBR(배),1.36,1.51,2.80,,2.53,2.47,2.03,
현금DPS(원),,,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"35,930,773","35,930,773","35,930,773",,"35,930,773",,,
