0,1,2,3,4,5,6,7,8
바른손(경기관련소비재),"2019/03
									
(IFRS연결)","2020/03
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,66,58,262,,79,89,95,
영업이익,-37,-27,1,,-8,-6,-12,
영업이익(발표기준),-37,-27,1,,-8,-6,-12,
세전계속사업이익,-59,-134,-90,,-12,174,-19,
당기순이익,-107,-137,-90,,-12,173,-19,
당기순이익(지배),-60,-125,-89,,-12,173,-17,
당기순이익(비지배),-47,-12,0,,0,0,-1,
자산총계,392,550,517,,520,750,738,
부채총계,122,72,109,,122,171,171,
자본총계,270,478,409,,398,579,567,
자본총계(지배),340,490,412,,401,574,557,
자본총계(비지배),-70,-11,-3,,-3,5,10,
자본금,164,295,295,,295,295,295,
영업활동현금흐름,-67,-25,-10,,3,9,-88,
투자활동현금흐름,23,-7,39,,-94,2,50,
재무활동현금흐름,83,4,34,,-2,8,-1,
CAPEX,1,2,1,,0,2,2,
FCF,-68,-27,-11,,3,8,-90,
이자발생부채,48,27,50,,49,74,100,
영업이익률,-56.58,-46.54,0.20,,-10.46,-6.64,-12.35,
순이익률,-163.50,-238.15,-34.29,,-15.05,194.67,-19.61,
ROE(%),-16.70,-30.04,-19.83,,-22.73,13.36,12.78,
ROA(%),-26.42,-29.09,-16.82,,-19.02,10.86,10.15,
부채비율,45.30,15.02,26.54,,30.59,29.58,30.17,
자본유보율,119.31,84.23,60.56,,56.55,115.34,109.42,
EPS(원),-379,-753,-303,,-40,587,-59,
PER(배),N/A,N/A,N/A,,N/A,12.12,13.26,
BPS(원),"2,079","1,664","1,431",,"1,393","1,996","1,935",
PBR(배),1.02,1.47,2.07,,2.37,1.49,1.56,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"16,417,365","29,471,487","29,471,487",,"29,471,487","29,471,487","29,471,487",
