0,1,2,3,4,5,6,7,8
대현(경기관련소비재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,"2,863","2,996","2,532",,701,649,559,
영업이익,179,202,71,,57,29,18,
영업이익(발표기준),179,202,71,,57,29,18,
세전계속사업이익,187,212,112,,56,35,24,
당기순이익,150,166,90,,43,28,19,
당기순이익(지배),150,166,90,,43,28,19,
당기순이익(비지배),,,,,,,,
자산총계,"2,590","2,637","2,529",,"2,528","2,536","2,695",
부채총계,733,645,494,,468,444,585,
자본총계,"1,856","1,992","2,035",,"2,060","2,091","2,110",
자본총계(지배),"1,856","1,992","2,035",,"2,060","2,091","2,110",
자본총계(비지배),,,,,,,,
자본금,269,269,269,,269,269,269,
영업활동현금흐름,169,89,129,,100,125,16,
투자활동현금흐름,-177,43,-140,,-9,-138,-15,
재무활동현금흐름,-22,-49,-61,,-23,-5,-4,
CAPEX,44,48,56,,18,26,5,
FCF,125,41,72,,82,99,10,
이자발생부채,0,20,21,,18,17,14,
영업이익률,6.25,6.76,2.82,,8.08,4.51,3.19,
순이익률,5.22,5.55,3.56,,6.08,4.30,3.34,
ROE(%),8.34,8.65,4.48,,5.48,6.35,5.78,
ROA(%),5.92,6.37,3.49,,4.40,5.20,4.48,
부채비율,39.50,32.40,24.26,,22.74,21.25,27.74,
자본유보율,589.97,639.49,656.05,,665.19,677.16,684.82,
EPS(원),331,376,204,,96,63,42,
PER(배),6.96,6.64,9.30,,9.03,10.88,11.87,
BPS(원),"4,192","4,498","4,597",,"4,652","4,723","4,764",
PBR(배),0.55,0.55,0.41,,0.48,0.67,0.67,
현금DPS(원),80,100,40,,0,0,0,
현금배당수익률,3.47,4.01,2.11,,,,,
현금배당성향(%),23.68,26.61,19.64,,0.00,0.00,0.00,
발행주식수(보통주),"44,282,310","44,282,310","44,282,310",,"44,282,310","44,282,310","44,282,310",
