0,1,2,3,4,5,6,7,8
플레이위드(커뮤니케이션서비스),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,118,560,430,,39,37,29,
영업이익,-19,136,136,,6,1,-6,
영업이익(발표기준),-19,136,136,,6,1,-6,
세전계속사업이익,-65,104,182,,13,3,-3,
당기순이익,-75,91,134,,11,7,-6,
당기순이익(지배),-75,91,134,,11,7,-6,
당기순이익(비지배),,,,,,,,
자산총계,793,"1,227","1,085",,"1,095","1,050","1,033",
부채총계,751,"1,046",755,,779,753,750,
자본총계,42,181,331,,316,298,284,
자본총계(지배),42,181,331,,316,298,284,
자본총계(비지배),,,,,,,,
자본금,18,21,44,,44,44,44,
영업활동현금흐름,-27,188,63,,12,19,-3,
투자활동현금흐름,35,-265,21,,-3,23,-7,
재무활동현금흐름,-10,109,-83,,0,-52,-9,
CAPEX,1,0,4,,2,1,1,
FCF,-27,188,59,,10,19,-4,
이자발생부채,37,97,8,,11,12,11,
영업이익률,-16.19,24.25,31.75,,16.53,2.66,-21.05,
순이익률,-63.86,16.20,31.08,,29.04,18.62,-19.71,
ROE(%),-117.02,81.43,52.24,,16.87,17.33,4.93,
ROA(%),-9.02,8.99,11.55,,4.53,4.73,1.43,
부채비율,"1,772.52",579.49,228.30,,246.73,252.85,264.11,
자본유보율,184.28,791.50,682.76,,648.87,664.67,651.64,
EPS(원),"-1,098","1,142","1,552",,131,79,-65,
PER(배),N/A,7.69,5.93,,16.61,19.57,57.12,
BPS(원),591,"2,123","3,798",,"3,629","3,513","3,377",
PBR(배),5.86,4.14,2.42,,2.64,3.23,2.92,
현금DPS(원),0,0,300,,0,0,,
현금배당수익률,0.00,0.00,3.26,,,,,
현금배당성향(%),0.00,0.00,19.55,,,,0.00,
발행주식수(보통주),"7,170,904","8,516,949","8,703,529",,"8,703,529","8,703,529","8,703,529",
