0,1,2,3,4,5,6,7,8
일동홀딩스(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,470,"2,922","5,965",,"1,419","1,489","1,509",
영업이익,0,-259,-92,,-215,-146,-198,
영업이익(발표기준),-7,-238,-92,,-215,-146,-198,
세전계속사업이익,-29,-432,-284,,-246,36,-145,
당기순이익,-38,-372,-313,,-217,51,-108,
당기순이익(지배),-37,-225,-192,,-134,-9,-64,
당기순이익(비지배),-1,-148,-121,,-82,59,-44,
자산총계,"2,655","8,097","7,994",,"8,760","9,001","9,186",
부채총계,"1,005","4,859","4,938",,"5,989","6,138","6,360",
자본총계,"1,649","3,238","3,056",,"2,771","2,863","2,827",
자본총계(지배),"1,637","1,376","1,227",,"1,047","1,067",989,
자본총계(비지배),12,"1,862","1,829",,"1,723","1,796","1,837",
자본금,105,110,115,,115,115,115,
영업활동현금흐름,62,143,82,,-214,45,96,
투자활동현금흐름,-63,214,-247,,-181,-57,-156,
재무활동현금흐름,-8,351,383,,"1,001",-21,27,
CAPEX,31,94,181,,34,36,36,
FCF,31,50,-99,,-247,10,60,
이자발생부채,674,"2,353","2,628",,"3,296","3,215","3,300",
영업이익률,0.04,-8.86,-1.54,,-15.17,-9.83,-13.13,
순이익률,-8.14,-12.73,-5.24,,-15.26,3.42,-7.13,
ROE(%),-2.21,-14.91,-14.74,,-25.35,-26.51,-28.86,
ROA(%),-1.42,-6.92,-3.89,,-5.88,-5.94,-6.52,
부채비율,60.94,150.05,161.58,,216.18,214.36,224.98,
자본유보율,"1,455.94","1,163.63",944.98,,803.97,805.80,740.38,
EPS(원),-322,"-1,946","-1,662",,"-1,165",-74,-552,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"14,496","12,183","10,867",,"9,274","9,449","8,761",
PBR(배),0.87,0.87,1.27,,1.55,1.56,1.53,
현금DPS(원),182,95,100,,,,,
현금배당수익률,1.45,0.90,0.72,,,,,
현금배당성향(%),-55.09,-4.79,-5.89,,0.00,,0.00,
발행주식수(보통주),"11,540,400","11,540,400","11,540,400",,"11,540,400","11,540,400","11,540,400",
