0,1,2,3,4,5,6,7,8
오하임아이엔티(산업재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,,194,278,,73,83,78,
영업이익,,22,40,,9,11,8,
영업이익(발표기준),,22,40,,9,11,8,
세전계속사업이익,,22,10,,9,11,9,
당기순이익,,17,2,,7,9,7,
당기순이익(지배),,17,2,,7,9,7,
당기순이익(비지배),,,,,,,,
자산총계,,155,298,,298,320,318,
부채총계,,61,90,,82,84,71,
자본총계,,94,208,,216,236,247,
자본총계(지배),,94,208,,216,236,247,
자본총계(비지배),,,,,,,,
자본금,,11,20,,20,21,21,
영업활동현금흐름,,19,44,,-1,24,6,
투자활동현금흐름,,-18,0,,-20,25,-7,
재무활동현금흐름,,-4,-9,,-3,-2,-3,
CAPEX,,3,1,,,3,0,
FCF,0,17,43,,-1,21,5,
이자발생부채,0,15,27,,25,20,17,
영업이익률,,11.16,14.42,,12.19,12.91,10.71,
순이익률,,8.90,0.63,,10.25,10.50,9.16,
ROE(%),,,1.17,,,,,
ROA(%),,,0.78,,,,,
부채비율,,64.46,43.22,,37.90,35.52,28.52,
자본유보율,,767.92,925.04,,962.74,999.69,"1,034.33",
EPS(원),,189,9,,38,44,35,
PER(배),,,316.31,,,,,
BPS(원),,478,"1,054",,"1,095","1,154","1,207",
PBR(배),,,2.68,,2.90,3.36,4.52,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),,0.00,0.00,,,,0.00,
발행주식수(보통주),"7,513,596","19,747,691","19,747,691",,"19,747,691","20,507,691","20,507,691",
