0,1,2,3,4,5,6,7,8
파인테크닉스(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,297","1,279","1,698",,309,650,"1,668",
영업이익,-188,81,101,,9,47,145,
영업이익(발표기준),-188,81,101,,9,47,145,
세전계속사업이익,-217,7,94,,12,48,185,
당기순이익,-212,-22,63,,11,36,179,
당기순이익(지배),-220,3,54,,16,35,166,
당기순이익(비지배),8,-25,9,,-5,1,13,
자산총계,"1,564","1,419","1,389",,"1,551","2,421","2,913",
부채총계,858,589,597,,652,"1,407","1,703",
자본총계,706,830,793,,899,"1,013","1,210",
자본총계(지배),464,569,610,,690,835,"1,009",
자본총계(비지배),,261,182,,209,178,200,
자본금,188,214,217,,223,226,226,
영업활동현금흐름,10,16,118,,-6,8,566,
투자활동현금흐름,233,14,-182,,-50,-90,-169,
재무활동현금흐름,-215,-32,79,,17,550,-82,
CAPEX,98,31,194,,16,36,61,
FCF,-88,-16,-75,,-22,-28,506,
이자발생부채,385,273,370,,373,776,707,
영업이익률,-14.49,6.30,5.93,,2.95,7.21,8.71,
순이익률,-16.32,-1.69,3.72,,3.58,5.61,10.70,
ROE(%),-40.49,0.59,9.22,,8.63,12.16,24.14,
ROA(%),-11.92,-1.44,4.50,,4.10,4.91,9.41,
부채비율,121.63,71.00,75.30,,72.57,138.93,140.81,
자본유보율,156.79,161.19,183.91,,191.64,258.19,331.55,
EPS(원),-603,8,126,,37,79,367,
PER(배),N/A,526.12,34.98,,50.47,42.75,23.14,
BPS(원),"1,237","1,330","1,409",,"1,548","1,852","2,239",
PBR(배),1.09,3.11,3.13,,4.13,4.60,4.69,
현금DPS(원),0,0,0,,0,,,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"37,608,487","42,843,380","43,407,136",,"44,642,035","45,192,369","45,192,369",
