0,1,2,3,4,5,6,7,8
KPX케미칼(소재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"7,667","7,657","7,467",,"2,293","2,583","2,547",
영업이익,238,484,641,,146,121,71,
영업이익(발표기준),238,484,641,,146,121,71,
세전계속사업이익,157,556,835,,199,221,106,
당기순이익,120,431,644,,148,172,71,
당기순이익(지배),111,417,633,,143,169,70,
당기순이익(비지배),10,14,11,,4,3,2,
자산총계,"5,353","5,379","6,370",,"7,006","7,641","7,637",
부채총계,916,556,"1,034",,"1,595","2,034","1,957",
자본총계,"4,437","4,823","5,336",,"5,411","5,607","5,680",
자본총계(지배),"4,350","4,727","5,235",,"5,302","5,494","5,568",
자본총계(비지배),,96,101,,109,113,112,
자본금,242,242,242,,242,242,242,
영업활동현금흐름,214,655,"1,067",,-61,-346,468,
투자활동현금흐름,-395,-426,-526,,-92,-147,-229,
재무활동현금흐름,-103,-295,-109,,104,549,-237,
CAPEX,329,234,187,,84,137,150,
FCF,-115,421,880,,-145,-483,318,
이자발생부채,239,94,130,,235,893,693,
영업이익률,3.11,6.33,8.59,,6.36,4.67,2.80,
순이익률,1.57,5.62,8.63,,6.44,6.64,2.80,
ROE(%),2.54,9.18,12.70,,14.47,12.18,11.18,
ROA(%),2.22,8.02,10.96,,11.37,9.51,8.79,
부채비율,20.65,11.52,19.37,,29.48,36.28,34.46,
자본유보율,"1,711.56","1,864.22","2,077.28",,"2,092.24","2,165.78","2,184.77",
EPS(원),"2,284","8,606","13,074",,"2,959","3,483","1,441",
PER(배),22.94,6.46,4.20,,4.28,5.27,5.04,
BPS(원),"91,476","99,402","110,098",,"111,497","115,532","117,082",
PBR(배),0.57,0.56,0.50,,0.57,0.60,0.52,
현금DPS(원),"2,000","2,500","2,750",,0,500,,
현금배당수익률,3.82,4.50,5.01,,,,,
현금배당성향(%),86.02,28.54,20.67,,0.00,14.10,0.00,
발행주식수(보통주),"4,840,000","4,840,000","4,840,000",,"4,840,000",,,
