0,1,2,3,4,5,6,7,8
녹원씨엔아이(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,764,623,555,,123,108,99,
영업이익,166,87,-36,,-38,-19,-19,
영업이익(발표기준),166,87,-36,,-38,-19,-19,
세전계속사업이익,100,-71,-92,,-39,-49,-23,
당기순이익,62,-92,-89,,-39,-47,-23,
당기순이익(지배),62,-92,-68,,-33,-40,-13,
당기순이익(비지배),,,-21,,-6,-7,-10,
자산총계,"1,251","1,039","1,363",,"1,398","1,302","1,255",
부채총계,484,353,601,,675,626,557,
자본총계,767,686,762,,723,676,698,
자본총계(지배),767,686,732,,687,638,639,
자본총계(비지배),,,30,,37,38,58,
자본금,74,79,87,,87,87,87,
영업활동현금흐름,33,99,-41,,-12,-26,22,
투자활동현금흐름,-43,-46,-209,,-129,82,12,
재무활동현금흐름,48,-110,264,,150,-108,-47,
CAPEX,31,70,36,,6,20,0,
FCF,2,29,-76,,-18,-46,22,
이자발생부채,369,269,463,,571,535,461,
영업이익률,21.74,13.97,-6.41,,-30.82,-17.35,-19.02,
순이익률,8.13,-14.70,-16.02,,-32.09,-43.03,-23.36,
ROE(%),9.90,-12.60,-9.59,,-15.97,-21.82,-23.52,
ROA(%),5.19,-7.99,-7.40,,-11.73,-15.48,-17.60,
부채비율,63.02,51.49,78.85,,93.28,92.62,79.82,
자본유보율,938.36,787.19,759.79,,701.93,647.19,640.10,
EPS(원),508,-599,-406,,-192,-229,-75,
PER(배),17.81,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"5,164","4,422","4,244",,"3,980","3,697","3,707",
PBR(배),1.75,1.24,1.25,,1.45,1.56,1.56,
현금DPS(원),108,0,0,,0,0,0,
현금배당수익률,1.19,0.00,0.00,,,,,
현금배당성향(%),25.86,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"14,867,550","15,527,195","17,260,625",,"17,260,625","17,260,625","17,260,625",
