0,1,2,3,4,5,6,7,8
영화테크(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,535,446,350,,81,111,96,
영업이익,31,-15,1,,-1,7,3,
영업이익(발표기준),31,-15,1,,-1,7,3,
세전계속사업이익,43,-14,5,,1,7,6,
당기순이익,39,-15,4,,0,5,4,
당기순이익(지배),39,-15,4,,0,5,4,
당기순이익(비지배),,,,,,,,
자산총계,589,559,618,,630,629,628,
부채총계,114,106,118,,132,125,118,
자본총계,475,453,500,,499,504,510,
자본총계(지배),475,453,500,,499,504,510,
자본총계(비지배),,,,,,,,
자본금,27,27,27,,27,53,53,
영업활동현금흐름,71,17,16,,11,15,19,
투자활동현금흐름,-126,-24,-90,,-19,1,-34,
재무활동현금흐름,-44,-8,67,,2,-7,25,
CAPEX,42,28,42,,11,21,39,
FCF,29,-11,-26,,0,-6,-20,
이자발생부채,37,39,64,,68,84,83,
영업이익률,5.87,-3.37,0.20,,-1.57,6.29,2.86,
순이익률,7.29,-3.33,1.22,,0.53,4.39,4.40,
ROE(%),8.27,-3.20,0.90,,2.72,3.69,5.08,
ROA(%),6.49,-2.59,0.73,,2.21,2.98,4.15,
부채비율,23.91,23.52,23.59,,26.38,24.88,23.15,
자본유보율,"1,766.82","1,692.21","1,760.97",,"1,752.59",834.92,842.79,
EPS(원),365,-139,40,,4,46,39,
PER(배),15.56,N/A,280.48,,88.26,83.77,91.49,
BPS(원),"4,552","4,345","4,679",,"4,666","4,712","4,767",
PBR(배),1.25,1.11,2.40,,2.27,2.91,4.54,
현금DPS(원),50,25,25,,0,0,0,
현금배당수익률,0.88,0.52,0.22,,,,,
현금배당성향(%),13.09,-17.08,62.33,,0.00,0.00,0.00,
발행주식수(보통주),"10,690,180","10,690,180","10,690,180",,"10,690,180","10,690,180","10,690,180",
