0,1,2,3,4,5,6,7,8
원방테크(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,603","2,284","3,269",,495,493,943,
영업이익,191,193,217,,26,1,35,
영업이익(발표기준),191,193,217,,26,1,35,
세전계속사업이익,206,181,199,,24,-2,38,
당기순이익,162,143,137,,16,-7,32,
당기순이익(지배),162,139,135,,16,-7,32,
당기순이익(비지배),0,3,2,,0,0,0,
자산총계,"1,534","1,967","2,375",,"2,315","2,235","2,584",
부채총계,380,965,"1,019",,978,904,"1,178",
자본총계,"1,154","1,001","1,356",,"1,337","1,331","1,406",
자본총계(지배),"1,153",991,"1,346",,"1,327","1,321","1,396",
자본총계(비지배),1,10,10,,10,10,10,
자본금,25,19,21,,21,21,65,
영업활동현금흐름,513,92,154,,24,-94,-30,
투자활동현금흐름,-384,-124,-240,,-43,-59,56,
재무활동현금흐름,3,84,154,,-3,-30,63,
CAPEX,106,57,115,,10,14,6,
FCF,406,35,39,,15,-108,-36,
이자발생부채,56,518,477,,478,490,522,
영업이익률,11.93,8.46,6.63,,5.34,0.24,3.67,
순이익률,10.11,6.25,4.18,,3.18,-1.48,3.40,
ROE(%),15.60,13.00,11.52,,,2.49,3.30,
ROA(%),12.75,8.15,6.29,,,1.38,1.83,
부채비율,32.93,96.42,75.11,,73.12,67.92,83.76,
자본유보율,"4,217.41","6,162.37","7,180.52",,"7,069.50","7,034.83","2,361.24",
EPS(원),"1,080","1,189","1,127",,123,-58,250,
PER(배),,,14.63,,,62.17,52.12,
BPS(원),"7,696","8,547","10,549",,"10,403","10,353","10,772",
PBR(배),0.00,0.00,1.56,,1.46,1.46,1.71,
현금DPS(원),0,0,312,,0,0,,
현금배당수익률,,,1.89,,,,,
현금배당성향(%),0.00,0.00,29.38,,,0.00,0.00,
발행주식수(보통주),"14,975,120","11,597,872","12,799,807",,"12,799,807","12,799,807","12,999,807",
