0,1,2,3,4,5,6,7,8
엔비티(커뮤니케이션서비스),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,317,452,443,793,173,188,202,
영업이익,17,22,-13,32,6,2,6,
영업이익(발표기준),17,22,-13,,6,2,6,
세전계속사업이익,-10,7,16,26,-12,-3,19,
당기순이익,-9,7,21,23,-14,-3,15,
당기순이익(지배),-9,7,21,23,-14,-3,15,
당기순이익(비지배),,,,,,,,
자산총계,229,274,304,,475,487,508,
부채총계,325,362,112,,94,110,116,
자본총계,-96,-88,192,,381,377,392,
자본총계(지배),-96,-88,192,,381,377,392,
자본총계(비지배),,,,,,,,
자본금,1,1,7,,8,8,8,
영업활동현금흐름,-28,44,-3,,14,15,5,
투자활동현금흐름,1,6,-22,,-155,-4,5,
재무활동현금흐름,,-7,28,,151,-2,-2,
CAPEX,1,1,1,,0,0,58,
FCF,-29,44,-4,,14,15,-53,
이자발생부채,111,152,37,,8,12,10,
영업이익률,5.28,4.97,-2.83,4.04,3.44,0.93,2.99,
순이익률,-2.95,1.65,4.76,2.90,-7.96,-1.77,7.34,
ROE(%),,-8.08,40.72,,,,,
ROA(%),,2.96,7.31,,,,,
부채비율,-338.43,-410.31,58.55,,24.81,29.12,29.50,
자본유보율,"-8,237.93","-7,600.48","2,481.86",,"4,385.53","4,346.44","4,521.00",
EPS(원),-175,139,327,273,-166,-39,175,
PER(배),,,,68.81,,,,
BPS(원),"-1,793","-1,646","2,571",,"4,488","4,445","4,621",
PBR(배),0.00,0.00,0.00,,5.40,6.73,4.14,
현금DPS(원),0,0,,,,,,
현금배당수익률,,,,,,,,
현금배당성향(%),0.00,0.00,0.00,,,,0.00,
발행주식수(보통주),"4,666,800","4,666,800","7,457,988",,"8,487,713","8,487,713","8,487,713",
