0,1,2,3,4,5,6,7,8
다이나믹디자인(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"1,208",994,768,,162,152,96,
영업이익,-270,-105,-98,,-28,-37,-53,
영업이익(발표기준),-270,-105,-98,,-28,-37,-53,
세전계속사업이익,-436,-56,-330,,-22,-5,-48,
당기순이익,-440,-55,-384,,-23,-5,-48,
당기순이익(지배),-440,-55,-384,,-23,-5,-48,
당기순이익(비지배),0,0,0,,0,0,0,
자산총계,"1,721","1,610","1,512",,"1,482","1,336","1,289",
부채총계,"1,440","1,395",870,,799,694,694,
자본총계,281,215,642,,682,643,595,
자본총계(지배),272,211,640,,680,641,593,
자본총계(비지배),,4,2,,2,2,2,
자본금,147,147,758,,788,788,791,
영업활동현금흐름,151,-16,-108,,34,-36,69,
투자활동현금흐름,77,147,35,,-20,-191,-57,
재무활동현금흐름,-226,-149,395,,-24,-7,-10,
CAPEX,39,37,98,,3,248,10,
FCF,113,-53,-207,,30,-284,59,
이자발생부채,942,"1,002",593,,551,493,365,
영업이익률,-22.35,-10.57,-12.75,,-17.47,-24.57,-55.33,
순이익률,-36.39,-5.58,-50.07,,-14.02,-3.17,-49.62,
ROE(%),-93.07,-22.79,-90.21,,-77.71,-59.53,-66.63,
ROA(%),-21.21,-3.33,-24.63,,-25.30,-24.53,-26.30,
부채비율,512.13,648.94,135.44,,117.21,107.92,116.77,
자본유보율,136.38,96.88,-5.20,,-7.12,-7.75,-13.46,
EPS(원),"-1,121",-139,-399,,-15,-3,-30,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),694,539,423,,432,408,375,
PBR(배),3.52,4.53,1.34,,1.53,2.10,1.41,
현금DPS(원),0,0,0,,0,0,,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,0.00,0.00,
발행주식수(보통주),"39,505,148","39,505,148","151,569,422",,"157,607,815","157,607,815","158,289,246",
