0,1,2,3,4,5,6,7,8
동부건설(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"8,982","11,554","12,146","11,206","2,580","3,039","2,711","2,876"
영업이익,318,555,521,714,105,179,240,192
영업이익(발표기준),318,555,521,,105,179,240,
세전계속사업이익,590,729,520,859,200,377,222,60
당기순이익,739,598,443,857,208,358,421,180
당기순이익(지배),739,598,444,858,209,359,422,-80
당기순이익(비지배),,0,-1,,0,0,-1,
자산총계,"7,138","8,919","9,542","10,633","10,300","11,239","11,279","10,633"
부채총계,"3,519","4,713","4,944","5,367","5,678","6,256","5,865","5,367"
자본총계,"3,619","4,206","4,599","5,266","4,621","4,983","5,413","5,266"
자본총계(지배),"3,619","4,203","4,595","5,265","4,618","4,980","5,412","5,265"
자본총계(비지배),,3,3,,3,2,2,
자본금,"1,055","1,103","1,146","1,149","1,147","1,148","1,148","1,149"
영업활동현금흐름,589,483,-410,520,-150,-272,-272,
투자활동현금흐름,"-1,229",378,-520,-562,-636,142,-517,
재무활동현금흐름,-66,173,74,449,546,583,-46,
CAPEX,5,297,16,232,20,6,8,
FCF,584,186,-426,"1,180",-171,-278,-280,
이자발생부채,67,939,"1,883",,"2,448","3,277","3,273",
영업이익률,3.54,4.80,4.29,6.37,4.06,5.90,8.86,6.68
순이익률,8.23,5.18,3.65,7.65,8.07,11.79,15.52,6.26
ROE(%),22.21,15.29,10.10,17.39,10.76,20.04,21.39,
ROA(%),10.99,7.45,4.80,8.50,4.95,8.93,10.47,
부채비율,97.23,112.06,107.51,101.92,122.88,125.56,108.35,101.92
자본유보율,382.60,437.38,478.71,,478.19,510.40,547.11,
EPS(원),"3,507","2,803","1,973","3,736",910,"1,563","1,837",-348
PER(배),2.06,3.05,6.87,3.75,6.46,3.58,3.29,
BPS(원),"17,161","19,063","20,046","22,931","20,143","21,703","23,578","22,931"
PBR(배),0.42,0.45,0.68,0.61,0.67,0.65,0.64,0.61
현금DPS(원),300,700,900,825,0,0,0,
현금배당수익률,4.15,8.20,6.64,5.89,,,,
현금배당성향(%),8.57,25.82,46.48,21.88,0.00,,0.00,
발행주식수(보통주),"20,867,152","21,824,400","22,702,024",,"22,706,407","22,726,298","22,731,729",
