0,1,2,3,4,5,6,7,8
미래에셋증권(금융),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"133,219","154,310","168,358","152,388","47,609","26,375","33,936",
영업이익,"5,123","7,280","11,171","14,926","4,191","4,343","3,972","2,371"
영업이익(발표기준),"5,123","7,280","11,171",,"4,191","4,343","3,972",
세전계속사업이익,"5,850","8,937","11,402","16,418","3,995","4,796","4,823","2,968"
당기순이익,"4,620","6,642","8,343","12,054","2,968","3,565","3,398","2,500"
당기순이익(지배),"4,566","6,590","8,218","11,730","2,912","3,437","3,408","2,078"
당기순이익(비지배),54,53,125,,56,128,-10,
자산총계,"1,180,855","1,331,498","1,309,469","1,196,368","1,264,119","1,126,239","1,104,764","1,196,368"
부채총계,"1,097,331","1,239,562","1,216,006","1,089,556","1,167,065","1,024,837","998,889","1,089,556"
자본총계,"83,524","91,936","93,463","106,813","97,055","101,402","105,876","106,813"
자본총계(지배),"83,136","91,278","92,689","106,069","96,248","100,467","104,946","106,069"
자본총계(비지배),,659,774,,806,935,930,
자본금,"41,020","41,020","41,020","41,020","41,020","41,020","41,020","41,020"
영업활동현금흐름,"-48,755","-33,753","8,439",,"-11,414","1,519","32,483",
투자활동현금흐름,"-28,419","-21,601","-17,027",,"3,074","-15,018","-10,726",
재무활동현금흐름,"80,542","59,158","5,058",,"12,171","17,864","-20,136",
CAPEX,642,827,254,,41,91,47,
FCF,,,,,,,,
이자발생부채,"139,641","187,644","208,328",,"200,676","214,220","214,136",
영업이익률,3.85,4.72,6.64,9.80,8.80,16.47,11.70,
순이익률,3.47,4.30,4.96,7.91,6.23,13.51,10.01,
ROE(%),5.83,7.56,8.94,11.80,10.71,10.71,11.61,
ROA(%),0.44,0.52,0.62,0.96,0.83,0.87,0.97,
부채비율,"1,313.80","1,348.28","1,301.06","1,020.06","1,202.48","1,010.67",943.45,"1,020.06"
자본유보율,105.13,125.63,136.77,,146.02,156.62,167.93,
EPS(원),576,811,"1,021","1,483",366,435,432,263
PER(배),11.34,9.31,9.25,5.77,7.86,7.16,5.92,
BPS(원),"11,900","13,050","14,268","16,941","15,059","15,720","16,474","16,941"
PBR(배),0.55,0.58,0.66,0.51,0.65,0.60,0.53,0.51
현금DPS(원),220,260,200,282,0,0,0,
현금배당수익률,3.37,3.44,2.12,3.29,,,,
현금배당성향(%),33.71,27.63,15.83,15.27,0.00,0.00,0.00,
발행주식수(보통주),"658,316,408","658,316,408","645,316,408",,"635,316,408","635,316,408","635,316,408",
