0,1,2,3,4,5,6,7,8
세이브존I&C(경기관련소비재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,"1,740","1,592","1,347",,311,315,285,
영업이익,339,295,146,,30,49,0,
영업이익(발표기준),339,295,146,,30,49,0,
세전계속사업이익,346,303,135,,32,54,4,
당기순이익,254,223,99,,27,42,3,
당기순이익(지배),254,223,99,,27,42,3,
당기순이익(비지배),,,,,,,,
자산총계,"5,758","5,792","5,594",,"5,600","5,673","5,623",
부채총계,"1,412","1,313","1,073",,"1,064","1,066","1,013",
자본총계,"4,346","4,479","4,521",,"4,536","4,607","4,610",
자본총계(지배),"4,346","4,479","4,521",,"4,536","4,607","4,610",
자본총계(비지배),,,,,,,,
자본금,410,410,410,,410,410,410,
영업활동현금흐름,93,262,60,,6,67,-29,
투자활동현금흐름,-210,-241,-84,,-102,-84,-22,
재무활동현금흐름,-154,-90,-98,,-2,-13,1,
CAPEX,279,73,17,,2,13,6,
FCF,-186,189,42,,4,55,-35,
이자발생부채,443,372,286,,284,282,283,
영업이익률,19.50,18.55,10.84,,9.59,15.65,0.07,
순이익률,14.62,13.98,7.36,,8.69,13.24,1.19,
ROE(%),6.17,5.04,2.20,,2.34,2.09,2.18,
ROA(%),4.47,3.86,1.74,,1.88,1.68,1.77,
부채비율,32.48,29.32,23.74,,23.46,23.14,21.97,
자본유보율,922.21,969.89,985.37,,989.15,999.26,"1,000.03",
EPS(원),619,542,241,,66,102,8,
PER(배),5.55,6.01,12.20,,14.15,16.47,13.45,
BPS(원),"11,509","11,861","11,971",,"12,012","12,199","12,208",
PBR(배),0.30,0.27,0.25,,0.30,0.32,0.27,
현금DPS(원),50,30,30,,,,,
현금배당수익률,1.46,0.92,1.02,,,,,
현금배당성향(%),7.43,5.09,11.43,,,,,
발행주식수(보통주),"41,040,895","41,040,895","41,040,895",,"41,040,895",,,
