0,1,2,3,4,5,6,7,8
팜젠사이언스(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,891,951,966,,240,260,273,
영업이익,50,12,-7,,-14,-53,9,
영업이익(발표기준),50,12,-7,,-14,-53,9,
세전계속사업이익,39,4,112,,291,-91,51,
당기순이익,45,2,91,,223,-69,38,
당기순이익(지배),45,3,92,,224,-69,38,
당기순이익(비지배),0,-1,-1,,0,0,0,
자산총계,982,"1,000","1,355",,"1,659","1,954","2,045",
부채총계,413,438,520,,584,926,957,
자본총계,568,562,836,,"1,075","1,028","1,088",
자본총계(지배),567,561,835,,"1,075","1,028","1,088",
자본총계(비지배),,1,0,,0,0,0,
자본금,58,58,74,,74,74,74,
영업활동현금흐름,42,25,27,,12,10,24,
투자활동현금흐름,-93,-110,-77,,-80,-144,-58,
재무활동현금흐름,223,-26,196,,-2,300,6,
CAPEX,9,62,43,,99,177,20,
FCF,33,-36,-17,,-87,-167,4,
이자발생부채,193,198,214,,213,515,525,
영업이익률,5.60,1.25,-0.69,,-5.80,-20.21,3.17,
순이익률,5.05,0.25,9.44,,92.96,-26.65,13.74,
ROE(%),8.29,0.53,13.21,,38.08,28.07,27.25,
ROA(%),5.39,0.24,7.75,,24.46,16.08,16.29,
부채비율,72.73,77.85,62.19,,54.32,90.04,87.92,
자본유보율,895.51,888.84,"1,080.83",,"1,384.76","1,315.49","1,366.48",
EPS(원),389,26,673,,"1,520",-470,255,
PER(배),19.04,244.35,16.79,,3.92,7.06,8.03,
BPS(원),"4,922","4,818","5,693",,"7,326","7,008","7,419",
PBR(배),1.50,1.32,1.98,,1.22,1.67,1.87,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"11,570,324","11,686,025","14,712,933",,"14,712,933","14,712,933","14,712,933",
