0,1,2,3,4,5,6,7,8
한일현대시멘트(산업재),"2018/12
									
(IFRS별도)","2019/12
									
(IFRS별도)","2020/12
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)","2021/03
									
(IFRS별도)","2021/06
									
(IFRS별도)","2021/09
									
(IFRS별도)","2021/12(E)
									
(IFRS별도)"
매출액,"3,396","3,841","3,343","3,910",776,"1,075",995,"1,060"
영업이익,205,352,571,410,3,202,145,60
영업이익(발표기준),205,352,571,,3,202,145,
세전계속사업이익,-277,435,760,410,2,229,144,
당기순이익,-294,413,628,320,1,178,109,
당기순이익(지배),-294,413,628,320,1,178,109,
당기순이익(비지배),,,,,,,,
자산총계,"5,489","5,602","5,629","6,110","5,574","5,652","5,845","6,110"
부채총계,"3,725","3,556","3,071","3,410","3,143","2,558","2,696","3,410"
자본총계,"1,764","2,046","2,559","2,690","2,431","3,094","3,149","2,690"
자본총계(지배),"1,764","2,046","2,559","2,690","2,431","3,094","3,149","2,690"
자본총계(비지배),,,,,,,,
자본금,838,841,841,840,841,889,889,840
영업활동현금흐름,218,409,647,370,48,194,55,
투자활동현금흐름,-519,-198,-465,-340,68,26,-271,
재무활동현금흐름,399,-264,-200,140,-74,-324,195,
CAPEX,123,288,204,350,24,90,75,
FCF,94,121,443,20,25,103,-20,
이자발생부채,"2,119","2,039","1,921",,"1,756","1,222","1,418",
영업이익률,6.02,9.17,17.09,10.49,0.33,18.81,14.59,5.66
순이익률,-8.64,10.76,18.78,8.18,0.10,16.57,10.93,
ROE(%),-15.22,21.69,27.27,12.19,26.04,22.23,20.16,
ROA(%),-5.62,7.45,11.18,5.45,10.28,10.41,9.70,
부채비율,211.18,173.79,120.00,126.77,129.30,82.67,85.59,126.77
자본유보율,110.41,145.69,202.75,,180.94,230.32,242.59,
EPS(원),"-1,752","2,458","3,732","1,830",5,"1,015",612,
PER(배),N/A,12.39,7.96,16.56,13.06,11.26,10.65,
BPS(원),"10,526","12,164","15,211","15,134","14,450","17,409","17,719","15,134"
PBR(배),4.00,2.50,1.95,2.00,3.04,2.19,1.90,2.00
현금DPS(원),800,"1,000","1,100","1,100",0,0,0,
현금배당수익률,1.90,3.28,3.70,3.63,,,,
현금배당성향(%),-45.67,40.71,29.47,61.10,,,,
발행주식수(보통주),"16,758,544","16,821,290","16,821,290",,"16,821,290","17,774,535","17,774,535",
