0,1,2,3,4,5,6,7,8
에이프로젠 MED(산업재),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,510,782,"1,271",,320,369,347,
영업이익,16,26,40,,-4,-14,-10,
영업이익(발표기준),16,26,40,,-4,-14,-10,
세전계속사업이익,-220,169,-391,,-73,-126,142,
당기순이익,-321,183,-327,,-71,-108,92,
당기순이익(지배),-321,-108,-465,,-82,-116,77,
당기순이익(비지배),,292,138,,11,8,16,
자산총계,"3,952","6,472","8,344",,"8,436","8,393","8,267",
부채총계,"1,996","1,296","1,443",,"1,611","1,507","1,181",
자본총계,"1,955","5,175","6,901",,"6,825","6,887","7,086",
자본총계(지배),"1,955","2,696","3,191",,"3,143","3,202","3,410",
자본총계(비지배),,"2,479","3,711",,"3,681","3,684","3,676",
자본금,460,769,915,,930,968,996,
영업활동현금흐름,-15,-11,225,,-33,-4,45,
투자활동현금흐름,"-2,100","-1,514","-1,685",,-237,108,-86,
재무활동현금흐름,"1,593","1,642","1,710",,197,-2,-127,
CAPEX,40,79,26,,4,2,5,
FCF,-55,-90,200,,-37,-6,40,
이자발생부채,"1,695",850,857,,938,837,757,
영업이익률,3.08,3.28,3.12,,-1.23,-3.77,-2.84,
순이익률,-62.90,23.42,-25.69,,-22.12,-29.28,26.58,
ROE(%),-18.61,-4.66,-15.79,,-14.12,-3.22,-9.80,
ROA(%),-9.70,3.52,-4.41,,-4.51,-0.51,-3.62,
부채비율,102.11,25.05,20.90,,23.60,21.88,16.66,
자본유보율,354.59,301.26,286.79,,279.29,270.45,279.85,
EPS(원),-632,-79,-274,,-45,-61,39,
PER(배),N/A,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"2,127","1,754","1,744",,"1,690","1,655","1,712",
PBR(배),3.67,1.55,1.17,,1.23,1.36,1.11,
현금DPS(원),0,0,0,,0,0,0,
현금배당수익률,0.00,0.00,0.00,,,,,
현금배당성향(%),0.00,0.00,0.00,,0.00,,0.00,
발행주식수(보통주),"91,901,849","153,725,636","182,946,253",,"185,959,150","193,502,813","199,155,230",
