0,1,2,3,4,5,6,7,8
LG디스플레이(IT),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"243,366","234,756","242,301","294,043","68,828","69,656","72,232","83,310"
영업이익,929,"-13,594",-291,"23,905","5,230","7,011","5,289","6,385"
영업이익(발표기준),929,"-13,594",-291,,"5,230","7,011","5,289",
세전계속사업이익,-914,"-33,442","-5,951","19,846","3,233","5,500","6,081","4,306"
당기순이익,"-1,794","-28,721",-706,"15,434","2,658","4,238","4,635","3,704"
당기순이익(지배),"-2,072","-28,297",-893,"14,745","2,280","3,630","4,195","3,578"
당기순이익(비지배),278,-424,187,,378,608,439,
자산총계,"331,757","355,746","350,715","376,606","363,976","363,237","376,062","376,606"
부채총계,"182,895","230,863","223,346","229,731","231,584","225,630","229,945","229,731"
자본총계,"148,862","124,883","127,369","146,875","132,391","137,607","146,116","146,875"
자본총계(지배),"139,792","113,405","114,010","131,699","118,220","122,617","129,975","131,699"
자본총계(비지배),,"11,478","13,359",,"14,171","14,990","16,142",
자본금,"17,891","17,891","17,891","18,131","17,891","17,891","17,891","18,131"
영업활동현금흐름,"44,841","27,065","22,869","55,989","9,622","14,473","13,186",
투자활동현금흐름,"-76,753","-67,554","-23,193","-40,178","-11,448","-11,659","-9,659",
재무활동현금흐름,"29,529","49,879","9,318","-10,697","-2,299","-6,147","-6,204",
CAPEX,"79,422","69,270","26,035","33,211","5,704","8,647","8,608",
FCF,"-34,581","-42,204","-3,166","26,212","3,918","5,826","4,578",
이자발생부채,"85,588","135,694","141,522",,"143,977","139,035","135,473",
영업이익률,0.38,-5.79,-0.12,8.13,7.60,10.06,7.32,7.66
순이익률,-0.74,-12.23,-0.29,5.25,3.86,6.08,6.42,4.45
ROE(%),-1.46,-22.35,-0.79,12.00,2.91,10.29,13.20,
ROA(%),-0.58,-8.36,-0.20,4.24,1.09,3.70,4.85,
부채비율,122.86,184.86,175.35,156.41,174.93,163.97,157.37,156.41
자본유보율,698.18,545.22,546.39,,558.94,579.09,602.42,
EPS(원),-579,"-7,908",-250,"4,121",637,"1,015","1,172","1,000"
PER(배),N/A,N/A,N/A,5.38,24.11,7.37,4.29,
BPS(원),"39,068","31,694","31,863","36,806","33,039","34,268","36,324","36,806"
PBR(배),0.46,0.51,0.58,0.60,0.69,0.71,0.52,0.60
현금DPS(원),0,0,0,134,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.61,,,,
현금배당성향(%),0.00,0.00,0.00,3.26,0.00,0.00,0.00,
발행주식수(보통주),"357,815,700","357,815,700","357,815,700",,"357,815,700",,,
