0,1,2,3,4,5,6,7,8
코스맥스엔비티(건강관리),"2018/12
									
(IFRS연결)","2019/12
									
(IFRS연결)","2020/12
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)","2021/03
									
(IFRS연결)","2021/06
									
(IFRS연결)","2021/09
									
(IFRS연결)","2021/12(E)
									
(IFRS연결)"
매출액,"2,017","1,943","2,668",,696,808,677,
영업이익,180,-99,-23,,22,32,3,
영업이익(발표기준),180,-99,-23,,22,32,3,
세전계속사업이익,123,-149,-55,,15,5,-8,
당기순이익,76,-177,-117,,-1,-13,-24,
당기순이익(지배),76,-178,-121,,-9,-17,-26,
당기순이익(비지배),0,0,4,,8,4,2,
자산총계,"2,755","2,862","3,050",,"3,093","3,170","3,081",
부채총계,"1,833","2,144","2,452",,"2,468","2,567","2,479",
자본총계,923,718,598,,626,603,602,
자본총계(지배),909,704,578,,597,571,568,
자본총계(비지배),,14,20,,28,32,34,
자본금,103,103,103,,103,103,103,
영업활동현금흐름,-67,-135,255,,-163,-13,24,
투자활동현금흐름,-358,-175,-62,,-8,-15,-10,
재무활동현금흐름,467,412,167,,-61,140,-113,
CAPEX,343,206,62,,20,10,11,
FCF,-410,-341,193,,-183,-23,13,
이자발생부채,"1,252","1,770","1,989",,"1,959","2,098","1,996",
영업이익률,8.92,-5.10,-0.87,,3.09,3.96,0.41,
순이익률,3.79,-9.12,-4.38,,-0.18,-1.63,-3.57,
ROE(%),8.67,-22.01,-18.89,,-12.80,-14.96,-17.63,
ROA(%),3.22,-6.31,-3.96,,-2.32,-2.51,-3.03,
부채비율,198.66,298.56,409.90,,394.44,425.82,411.80,
자본유보율,812.10,614.62,498.12,,489.05,472.74,447.10,
EPS(원),369,-861,-587,,-45,-81,-128,
PER(배),44.41,N/A,N/A,,N/A,N/A,N/A,
BPS(원),"4,406","3,413","2,802",,"2,896","2,769","2,754",
PBR(배),3.72,1.92,3.04,,2.90,4.30,3.13,
현금DPS(원),111,,,,,,,
현금배당수익률,0.68,,,,,,,
현금배당성향(%),30.06,0.00,0.00,,,,0.00,
발행주식수(보통주),"20,628,000","20,628,000","20,628,000",,"20,628,000","20,628,000",,
